StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q62,Q10,Q9,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q24,Q24_3_TEXT,Q26,Q26_3_TEXT,Q28,Q28_3_TEXT,Q30,Q30_3_TEXT,Q28,Q28_3_TEXT,Q29,Q29_3_TEXT,Q30,Q30_3_TEXT,Q31,Q31_3_TEXT,Q32,Q32_3_TEXT,Q33,Q33_3_TEXT,Q34,Q34_3_TEXT,Q35,Q35_3_TEXT,Q36,Q36_3_TEXT,Q37,Q37_3_TEXT,Q38,Q38_3_TEXT,Q39,Q39_3_TEXT,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q42,Q42_3_TEXT,Q43,Q43_3_TEXT,Q44,Q44_3_TEXT,Q45,Q45_3_TEXT,Q46,Q46_3_TEXT,Q47,Q47_3_TEXT,Q48,Q48_3_TEXT,Q49,Q49_3_TEXT,Q50,Q50_3_TEXT,Q51,Q51_3_TEXT,Q52,Q52_3_TEXT,Q53,Q53_3_TEXT,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q60_3_TEXT
2020-08-18 13:16:24,2020-08-18 13:19:57,IP Address,68.99.192.54,100,213,True,2020-08-18 13:19:57,R_31AVxfgxmghlJr0,,,,,33.6013031005859375,-111.8867034912109375,anonymous,EN,Jmo5331,Undergrad Major,Junior,3,1,1,0,0,0,2,6,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:18:38,2020-08-18 13:22:14,IP Address,104.173.194.32,100,216,True,2020-08-18 13:22:14,R_1Qy00oFY5jxh7ah,,,,,34.0290069580078125,-118.4004974365234375,anonymous,EN,dmg1864,Undergrad Major,Sophomore,2,1,1,1,1,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:19:31,2020-08-18 13:23:06,IP Address,73.22.220.80,100,214,True,2020-08-18 13:23:06,R_2uvLWWPMA81LHjr,,,,,42.0753936767578125,-87.82219696044921875,anonymous,EN,pjp2292,Undergrad Major,Sophomore,4,1,1,1,1,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Want to Enroll,100,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,75,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,75,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:22:43,2020-08-18 13:26:16,IP Address,76.175.66.81,100,213,True,2020-08-18 13:26:16,R_C2DL53mjoC4e6jL,,,,,34.0030059814453125,-118.4297943115234375,anonymous,EN,bcl1242,Undergrad Major,Senior,3,0,0,0,0,1,2,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,25,Want to Enroll,100,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,75,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:24:38,2020-08-18 13:27:34,IP Address,182.68.2.94,100,175,True,2020-08-18 13:27:34,R_1DoHouHDhX1AV2w,,,,,28.6504058837890625,77.237213134765625,anonymous,EN,ump7931,Undergrad Major,Junior,2,0,1,0,0,0,0,3,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,Please I want to enroll. Its closed now.,Want to Enroll,,Already Taken,,Want to Enroll,later at some point,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:25:51,2020-08-18 13:29:40,IP Address,73.218.79.163,100,228,True,2020-08-18 13:29:40,R_3rammcsxVPsaREt,,,,,41.4568023681640625,-72.82450103759765625,anonymous,EN,adv3954,Undergrad Major,Senior,3,1,1,1,0,0,2,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Already Taken,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:10:18,2020-08-18 13:30:01,IP Address,75.74.127.16,100,1183,True,2020-08-18 13:30:02,R_265caA8P3Ya9c4k,,,,,25.78460693359375,-80.233001708984375,anonymous,EN,epc5710,Undergrad Major,Junior,1,0,"2 (213, 339)",0,0,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Want to Enroll,10,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,8,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,6,Already Taken,,Want to Enroll,2,Don't Want to Enroll,,Already Taken,,Want to Enroll,9,Don't Want to Enroll,,Want to Enroll,3,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:43:32,2020-08-18 13:45:41,IP Address,98.220.235.27,100,129,True,2020-08-18 13:45:42,R_2RVOf6IGuv96uok,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,ecw5542,Undergrad Major,Senior,3,1,0,0,0,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:38:10,2020-08-18 13:46:08,IP Address,74.90.11.133,100,477,True,2020-08-18 13:46:08,R_30kIdBSYWNXshjc,,,,,41.2552947998046875,-73.54019927978515625,anonymous,EN,Bbb3304,Undergrad Major,Junior,2,1,1,1,0,1,2,6,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:44:22,2020-08-18 13:47:59,IP Address,98.220.235.13,100,216,True,2020-08-18 13:47:59,R_33mbkgiJCPTnWb7,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,ngk2587,Undergrad Minor,Senior,3,1,1,0,0,0,0,0,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Want to Enroll,50,Want to Enroll,55,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:45:15,2020-08-18 14:02:14,IP Address,71.128.12.185,100,1018,True,2020-08-18 14:02:14,R_vwYMQOvfhWZJMEp,,,,,32.9510955810546875,-117.22409820556640625,anonymous,EN,3129721,Undergrad Major,Junior,2,1,1,0,0,1,0,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Want to Enroll,10,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,6,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:04:22,2020-08-18 14:08:53,IP Address,67.184.234.211,100,270,True,2020-08-18 14:08:53,R_XRqBVP3N8NI7ohb,,,,,42.2964019775390625,-89.0886993408203125,anonymous,EN,apu6765,Undergrad Major,Junior,2,1,0,0,0,1,2,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,6,Want to Enroll,4,Already Taken,,Want to Enroll,5,Already Taken,,Want to Enroll,7,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,6,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:24:53,2020-08-18 14:12:09,IP Address,75.28.178.175,100,2835,True,2020-08-18 14:12:09,R_1LnxublsBF82WSz,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,snt0182,Undergrad Major,Junior,3,1,1,0,1,1,1,6,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Want to Enroll,2,Already Taken,,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 13:57:46,2020-08-18 14:12:59,IP Address,98.223.14.158,100,912,True,2020-08-18 14:12:59,R_1EWqSUTGCDiUPQh,,,,,42.36529541015625,-87.94719696044921875,anonymous,EN,3121544,Undergrad Major,Junior,3,1,1,0,0,0,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Already Taken,,Already Taken,,Want to Enroll,25,Want to Enroll,25,Don't Want to Enroll,,Already Taken,,Want to Enroll,10,Don't Want to Enroll,,Already Taken,,Want to Enroll,25,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,50,Want to Enroll,100,Want to Enroll,25,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,25,Want to Enroll,25,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:14:19,2020-08-18 14:16:17,IP Address,68.235.43.99,100,118,True,2020-08-18 14:16:18,R_Z202FlfMXvGHwEp,,,,,41.871002197265625,-87.62889862060546875,anonymous,EN,,Undergrad Minor,Sophomore,1,,,,,,,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:13:38,2020-08-18 14:18:43,IP Address,71.201.214.105,100,305,True,2020-08-18 14:18:43,R_2VDZFw1hu9srGDU,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,mmm7507,Undergrad Major,Junior,2,0,0,0,1,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Want to Enroll,100,Want to Enroll,30,Already Taken,,Already Taken,,Want to Enroll,50,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,90,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,60,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,90,Want to Enroll,60,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:24:05,2020-08-18 14:26:13,IP Address,204.14.37.34,100,127,True,2020-08-18 14:26:13,R_2Tnlx6h6FGhZLcR,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,jzp6209,Master's Student,Master's Student,3,,,,,,1,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,60,Want to Enroll,20,Want to Enroll,100,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:22:14,2020-08-18 14:27:50,IP Address,100.8.119.87,100,335,True,2020-08-18 14:27:50,R_1LihiTOTnpQC8hw,,,,,40.7158050537109375,-74.35900115966796875,anonymous,EN,rmk8823,Undergrad Major,Junior,2 or 3,1,1,0,2,1,2,6,,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,1,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:26:32,2020-08-18 14:30:18,IP Address,73.45.117.146,100,225,True,2020-08-18 14:30:18,R_3rXSJA3s859qDYJ,,,,,42.076995849609375,-87.7209014892578125,anonymous,EN,eaj7232,Undergrad Major,Senior,3,1,0,0,0,0,0,3,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:29:20,2020-08-18 14:31:23,IP Address,24.13.84.21,100,123,True,2020-08-18 14:31:23,R_55PJ9DtcOi5Ooxj,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,Krc8093,Master's Student,Master's Student,3,0,0,0,0,0,0,3,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:35:56,2020-08-18 14:36:40,IP Address,100.8.105.75,100,43,True,2020-08-18 14:36:40,R_XyPeK4YcvrdYPm1,,,,,40.7158050537109375,-74.35900115966796875,anonymous,EN,jmg5688,Undergrad Major,Freshman,0,0,0,0,0,0,0,0,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:25:58,2020-08-18 14:40:55,IP Address,73.176.251.195,100,896,True,2020-08-18 14:40:55,R_3eq2GAZG2y2lY3Q,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN,djm5759,Undergrad Major,Senior,1,1,0,0,0,0,1,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:42:37,2020-08-18 14:47:33,IP Address,108.26.225.100,100,296,True,2020-08-18 14:47:34,R_2EFPJA2WWRfTHnv,,,,,42.3291015625,-71.1815032958984375,anonymous,EN,cgr9147,Undergrad Major,Junior,2,1,1,0,0,1,2,6,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,3,Want to Enroll,10,Want to Enroll,10,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 14:43:04,2020-08-18 14:48:39,IP Address,174.204.148.102,100,334,True,2020-08-18 14:48:39,R_D2kl811dAOOAn7z,,,,,40.7653045654296875,-73.95890045166015625,anonymous,EN,anh0022,Undergrad Major,Junior,2,1,1,0,1,0,1,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Already Taken,,Want to Enroll,7,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
